customer_id,name,email,region,member_since,credit_limit,customer_segment
CUST000051,Michael Dixon,donnacampbell@example.net,Northeast,2023-07-20,25000,Bronze
CUST000052,Robert Potter,jeffrey32@example.org,Southwest,2021-03-15,10000,Silver
CUST000053,Miss Patricia Gibson,jennifercruz@example.com,West,2021-12-29,50000,Silver
CUST000054,Abigail Potter,osbornejeffery@example.net,Midwest,2023-02-02,50000,Platinum
CUST000055,David Charles,danderson@example.net,Southeast,2023-02-21,50000,Silver
CUST000056,Emily Fischer,usalazar@example.net,Midwest,2022-09-22,25000,Gold
CUST000057,Jill Moore,wcole@example.org,West,2024-05-18,50000,Platinum
CUST000058,Richard Washington,joshuajones@example.com,Northeast,2021-12-15,10000,Silver
CUST000059,Steven Miller,jessebenson@example.net,Northeast,2021-11-15,15000,Bronze
CUST000060,Gary Owens,clarkrobert@example.net,Southwest,2024-10-20,50000,Silver
CUST000061,Spencer Johnston,wsmith@example.com,Southwest,2024-01-12,10000,Bronze
CUST000062,Tiffany Barnes,tracynelson@example.com,Northeast,2021-02-18,5000,Silver
CUST000063,Michael Powell,marycalhoun@example.net,Northeast,2023-02-26,5000,Gold
CUST000064,Leslie Alvarado,dayderek@example.com,Northeast,2021-09-29,50000,Silver
CUST000065,Garrett Gibson,kathleen64@example.com,Midwest,2022-01-10,25000,Silver
CUST000066,Alec Ryan,jeffrey10@example.org,Southwest,2024-10-25,10000,Platinum
CUST000067,Alex Hernandez,thomaswilson@example.org,Southeast,2022-11-17,25000,Platinum
CUST000068,Jacob Obrien,stricklandfrank@example.com,Southeast,2021-06-13,5000,Bronze
CUST000069,Eric Byrd,tsanders@example.org,West,2021-04-28,15000,Platinum
CUST000070,Lori Garcia,melissa91@example.net,West,2024-02-24,25000,Bronze
CUST000071,Jeffrey Wood,alexander67@example.org,Northeast,2022-10-02,5000,Platinum
CUST000072,Steven Stevens,ryangross@example.net,Midwest,2022-02-05,5000,Silver
CUST000073,Kimberly Webb,lpetersen@example.com,Southeast,2022-04-22,10000,Platinum
CUST000074,Timothy Ramirez,dsanchez@example.net,Southeast,2023-06-17,25000,Silver
CUST000075,Allen Rosales,tonykelly@example.com,Midwest,2022-05-19,25000,Silver
CUST000076,Meredith Hill,blackjames@example.org,Northeast,2023-11-25,25000,Bronze
CUST000077,Peter Vaughn DDS,bwest@example.org,Northeast,2022-03-12,50000,Bronze
CUST000078,David Beck,thomas85@example.com,Northeast,2025-01-02,10000,Silver
CUST000079,Heather Chavez,john13@example.com,West,2021-06-30,25000,Platinum
CUST000080,Pamela Lopez,joannahill@example.net,Southeast,2024-12-03,25000,Bronze
CUST000081,Diane Garcia,kennethward@example.com,Southeast,2021-01-27,25000,Bronze
CUST000082,Denise Mccann,heidi27@example.org,West,2024-07-05,15000,Platinum
CUST000083,Julie Alexander,tammyking@example.com,Midwest,2021-06-22,25000,Platinum
CUST000084,John Ray,hernandezlisa@example.com,Southeast,2021-05-11,10000,Gold
CUST000085,Justin Butler,kimberlyjames@example.com,Southeast,2022-03-17,5000,Bronze
CUST000086,Jessica Carroll,lynchjody@example.org,Midwest,2023-07-09,5000,Bronze
CUST000087,Brad Allen,moorericky@example.net,Southwest,2023-05-24,25000,Silver
CUST000088,David Mann,ojones@example.com,Northeast,2024-03-03,50000,Bronze
CUST000089,Mary Peck,owilson@example.net,Southeast,2021-08-12,5000,Bronze
CUST000090,Charles Brown,brooke94@example.com,Southeast,2021-07-07,25000,Bronze
CUST000091,Melissa Bender,mkim@example.org,Southwest,2024-07-29,10000,Bronze
CUST000092,Lindsey Johnson,suzannehuff@example.net,Southwest,2023-05-14,5000,Platinum
CUST000093,Phillip Underwood,hinesgregory@example.net,Southwest,2023-08-16,50000,Gold
CUST000094,Catherine Richards,ecosta@example.com,Midwest,2022-08-26,10000,Gold
CUST000095,Brian Martin,ssteele@example.net,Southeast,2024-10-18,15000,Platinum
CUST000096,Krista Gibson,johnny16@example.net,Southeast,2024-04-26,15000,Platinum
CUST000097,Sean Murray,lopezmichael@example.com,Midwest,2023-07-09,5000,Bronze
CUST000098,Christina Dunn,samuel71@example.org,West,2024-11-28,50000,Bronze
CUST000099,Cynthia Moore,tranchristopher@example.org,Northeast,2022-11-12,50000,Silver
CUST000100,Ronnie Jimenez,william46@example.com,Southwest,2024-12-09,15000,Silver
CUST000101,Juan Reyes,michellehill@example.com,Midwest,2022-05-18,5000,Silver
CUST000102,Debra Smith,mary97@example.org,Midwest,2022-10-21,15000,Silver
CUST000103,Mr. Phillip Bennett,molly39@example.com,West,2021-12-14,50000,Gold
CUST000104,Amanda Garner,qhughes@example.net,Southwest,2024-12-09,50000,Bronze
CUST000105,Andrew Shaw MD,sawyerscott@example.net,Southwest,2024-08-29,15000,Bronze
CUST000106,Charles Pitts,charlesharrington@example.com,Southeast,2022-05-16,15000,Bronze
CUST000107,Marie Christian,ofinley@example.net,Northeast,2024-07-26,50000,Silver
CUST000108,Joshua Williamson II,wendy16@example.org,Midwest,2024-01-22,15000,Silver
CUST000109,Ashlee Jackson,rebecca05@example.org,Midwest,2022-03-11,10000,Gold
CUST000110,Charles Schmidt,georgemiller@example.com,Southwest,2023-07-01,25000,Gold
CUST000111,Thomas Thomas,dlittle@example.com,Northeast,2023-09-08,5000,Platinum
CUST000112,Julie Roberts,charleslandry@example.net,Midwest,2022-03-20,5000,Bronze
CUST000113,Melissa Bryant,james67@example.org,Midwest,2021-12-19,10000,Gold
CUST000114,Laura Haney,andrew64@example.org,Southeast,2023-04-13,25000,Platinum
CUST000115,Natasha Williams,swall@example.org,Southwest,2023-06-12,5000,Bronze
CUST000116,Mark Oliver,courtneyberger@example.net,Northeast,2021-03-05,10000,Bronze
CUST000117,Amanda Diaz,christopherphillips@example.net,Midwest,2022-09-06,50000,Silver
CUST000118,Richard Walter,alyssa42@example.com,West,2024-09-03,10000,Bronze
CUST000119,Tracy Phillips,linda71@example.org,Midwest,2024-01-13,15000,Bronze
CUST000120,Michael Craig,zcoffey@example.net,Midwest,2022-06-25,10000,Silver
CUST000121,Alexis Herrera,vrichardson@example.net,Northeast,2022-01-25,15000,Platinum
CUST000122,Mark Watson,thomasharvey@example.net,Southwest,2022-05-01,10000,Silver
CUST000123,Maria Reid,tblankenship@example.net,Southeast,2022-08-26,10000,Platinum
CUST000124,Tracy Torres,pwilson@example.net,Northeast,2021-07-24,10000,Gold
CUST000125,Michael Paul,umatthews@example.org,West,2024-07-23,10000,Gold
CUST000126,Sandra Gilbert,antonio53@example.com,Southeast,2022-10-18,5000,Platinum
CUST000127,Jack Pollard,amy50@example.com,Northeast,2022-02-14,25000,Silver
CUST000128,Tiffany Holloway,batesdarlene@example.net,Southeast,2024-11-25,25000,Gold
CUST000129,Gavin Zhang,caseyhubbard@example.org,Midwest,2023-05-13,10000,Silver
CUST000130,Crystal Schroeder,ramireztracey@example.org,Northeast,2023-03-07,10000,Platinum
CUST000131,Ashley Delacruz,alexistyler@example.org,Midwest,2023-05-17,15000,Bronze
CUST000132,Derek Martinez,vfox@example.org,Midwest,2022-12-03,15000,Platinum
CUST000133,Kayla Rodriguez,soniawilliams@example.net,Southwest,2023-02-07,15000,Bronze
CUST000134,Victor Brown,bboone@example.net,Northeast,2021-06-13,15000,Silver
CUST000135,Jill Lam,charlene12@example.com,Southwest,2023-07-08,15000,Bronze
CUST000136,Michelle James,shawn96@example.org,Northeast,2024-03-10,50000,Platinum
CUST000137,Matthew Rich,russellbeasley@example.com,Midwest,2022-05-17,15000,Platinum
CUST000138,Jason Davis,qedwards@example.com,Southwest,2024-10-31,50000,Bronze
CUST000139,Kara Davis,daviscolin@example.net,West,2022-07-05,50000,Silver
CUST000140,Anthony Frye,elizabeth65@example.net,Midwest,2024-10-12,5000,Platinum
CUST000141,Thomas Williams,caroline51@example.net,Northeast,2023-01-18,50000,Silver
CUST000142,John Boone,megan51@example.com,Midwest,2023-04-25,25000,Bronze
CUST000143,Sarah Villegas,lynchdiane@example.net,Midwest,2022-02-01,50000,Gold
CUST000144,Michael Parker,michael22@example.net,Northeast,2023-08-25,15000,Gold
CUST000145,Patrick Bonilla,reesejason@example.com,West,2022-10-31,15000,Platinum
CUST000146,Eric Nguyen,wareeric@example.net,Midwest,2021-03-20,50000,Silver
CUST000147,Jeremy Coleman,nperry@example.net,Southeast,2021-06-22,25000,Platinum
CUST000148,Douglas Gregory,trose@example.org,Southeast,2021-11-25,50000,Gold
CUST000149,Mrs. Christine Dougherty,kathrynroberts@example.org,West,2021-01-18,50000,Bronze
CUST000150,Casey James,vincentwhitaker@example.com,Midwest,2021-04-22,15000,Silver
CUST000151,Amanda Smith,atkinsbarbara@example.net,West,2022-08-20,50000,Gold
CUST000152,Donna Sullivan,george97@example.net,West,2024-09-11,25000,Platinum
CUST000153,Ryan Sanchez,zwarren@example.com,Southeast,2024-01-01,50000,Platinum
CUST000154,Richard Jones,schmidtjames@example.com,Southeast,2022-06-03,5000,Gold
CUST000155,Maria Hernandez,thomasjames@example.net,Southwest,2021-08-18,50000,Gold
CUST000156,Angela Bean,kmarshall@example.net,Northeast,2022-10-24,10000,Gold
CUST000157,Kristy Reid,michelle52@example.com,Southeast,2021-04-16,10000,Silver
CUST000158,Eric Hill,bellcharles@example.com,Northeast,2022-10-29,5000,Silver
CUST000159,Ronald Jones,gilbertwilliam@example.com,West,2023-05-04,50000,Bronze
CUST000160,Nancy Williams,marcalvarez@example.org,West,2024-11-06,25000,Silver
CUST000161,Robert Monroe,wagnergerald@example.org,West,2023-11-06,25000,Platinum
CUST000162,Kelly Bishop MD,paul59@example.org,Southeast,2024-03-05,10000,Bronze
CUST000163,Andrea Davis,umitchell@example.net,Northeast,2024-11-16,25000,Silver
CUST000164,Brittany Miller,sabrinacollins@example.net,Southeast,2023-10-24,50000,Platinum
CUST000165,Kurt Hurley,angelica52@example.net,Northeast,2023-10-30,50000,Silver
CUST000166,Yolanda Gaines,lucasrodney@example.com,Northeast,2021-02-02,25000,Silver
CUST000167,Trevor Peterson,ilee@example.org,West,2021-04-29,50000,Gold
CUST000168,Ashley Wise,stanleynancy@example.net,West,2021-07-17,50000,Platinum
CUST000169,Christopher Guerra,jenniferwilliams@example.com,Southwest,2023-09-22,25000,Silver
CUST000170,Jeremy Mitchell,pyoung@example.com,West,2024-11-17,25000,Gold
CUST000171,Stephanie Lee,smurray@example.com,Southeast,2023-01-11,15000,Platinum
CUST000172,Christopher Gonzalez,moniquewilliams@example.com,Southeast,2024-07-07,15000,Platinum
CUST000173,Ashley Singleton,mitchellkathryn@example.com,Northeast,2022-10-25,15000,Silver
CUST000174,Sandra Davis,lisawilkerson@example.org,Midwest,2022-09-05,15000,Gold
CUST000175,James Hughes,brooksanthony@example.org,Southwest,2024-05-17,5000,Silver
CUST000176,Raven Taylor,samantha72@example.net,Southeast,2022-11-23,10000,Platinum
CUST000177,Susan Smith,marydunn@example.net,Southeast,2023-06-15,10000,Bronze
CUST000178,Ricardo Young,williamsrobert@example.net,West,2022-11-05,25000,Gold
CUST000179,Taylor Carlson,chenbailey@example.net,Southwest,2021-08-04,25000,Platinum
CUST000180,Lucas Allen,qlopez@example.org,Northeast,2023-02-10,10000,Platinum
CUST000181,Troy Stephens,myerstheodore@example.net,West,2022-07-26,50000,Bronze
CUST000182,Paul Kelly,cooperjessica@example.net,Southwest,2021-06-07,25000,Platinum
CUST000183,Nicole Anderson,amy27@example.net,Northeast,2022-12-07,15000,Gold
CUST000184,Chad Baldwin,mjohnson@example.org,West,2024-03-07,25000,Silver
CUST000185,Emily Collins,ihays@example.com,West,2022-01-12,10000,Gold
CUST000186,Cheryl Kelly,glennmartin@example.org,West,2024-03-19,25000,Bronze
CUST000187,James Gonzales,lmorgan@example.com,West,2023-10-15,15000,Platinum
CUST000188,Robert Adams,acostachristian@example.net,Southeast,2024-12-30,25000,Silver
CUST000189,Edward Garcia,donna47@example.net,Southwest,2023-11-21,50000,Bronze
CUST000190,Jeremy West,christina64@example.net,West,2024-12-08,50000,Bronze
CUST000191,Angela Walsh,william20@example.org,Northeast,2024-05-30,25000,Silver
CUST000192,Jessica Martinez,kimberlydiaz@example.com,West,2024-10-25,10000,Bronze
CUST000193,Christian Cole,nathan19@example.org,Midwest,2023-02-19,25000,Gold
CUST000194,Matthew Wright,johnsonjacob@example.net,Southeast,2022-07-26,25000,Gold
CUST000195,Deborah Green,nlewis@example.com,Midwest,2023-10-17,25000,Gold
CUST000196,Mrs. Brandy Jones MD,zosborn@example.net,West,2024-11-20,15000,Bronze
CUST000197,Miss Michelle Pierce,patricia22@example.com,West,2023-01-20,5000,Bronze
CUST000198,Curtis Taylor,jjohnson@example.net,Midwest,2022-06-29,10000,Bronze
CUST000199,Kristen Salazar,jonesraymond@example.net,Northeast,2023-11-23,5000,Silver
CUST000200,Patricia Morrow,martinezlogan@example.org,Southeast,2022-10-26,5000,Silver
CUST000201,Haley Humphrey,katrinaanderson@example.net,Southeast,2024-08-29,10000,Platinum
CUST000202,Caleb Hernandez,fernandodonovan@example.org,Northeast,2022-05-27,50000,Silver
CUST000203,Stephanie Singleton,james84@example.org,West,2023-07-09,15000,Gold
CUST000204,Anna Davidson,georgeweber@example.net,Southeast,2022-05-15,50000,Bronze
CUST000205,Amanda Shields,williamsdarlene@example.net,Southeast,2022-01-28,15000,Bronze
CUST000206,Kenneth Montgomery,jimenezcourtney@example.com,Southwest,2023-08-02,5000,Gold
CUST000207,David Aguirre,eevans@example.net,Southwest,2021-04-04,25000,Platinum
CUST000208,John Harris,larryhiggins@example.net,Southeast,2024-12-20,5000,Silver
CUST000209,James Hodges,floressteven@example.com,Northeast,2022-10-25,15000,Bronze
CUST000210,Anthony Dougherty,kwright@example.com,Southwest,2024-10-02,5000,Gold
CUST000211,Cheryl Moore,tjimenez@example.com,Southwest,2021-02-09,25000,Gold
CUST000212,Kathy Levy,brandywilliams@example.com,Northeast,2022-12-31,50000,Gold
CUST000213,Martha Ruiz,booneryan@example.com,Northeast,2023-12-05,25000,Platinum
CUST000214,Holly Morales,michaelroberts@example.com,Northeast,2023-01-13,25000,Gold
CUST000215,Diana Hays,andersoncolin@example.com,West,2024-03-13,10000,Platinum
CUST000216,Todd Fischer,carriemorales@example.org,Southeast,2021-03-14,50000,Gold
CUST000217,Gary Wells,ghernandez@example.org,Southwest,2022-05-01,50000,Platinum
CUST000218,Carla Ewing,brittney88@example.net,West,2022-12-23,25000,Gold
CUST000219,Karen Smith,emily69@example.com,Midwest,2024-03-16,10000,Bronze
CUST000220,Melissa Johnson,pbaker@example.net,Midwest,2023-04-30,25000,Silver
CUST000221,Lauren Jackson,rhernandez@example.org,West,2021-02-22,50000,Platinum
CUST000222,Ashley Smith,robert63@example.com,Midwest,2023-01-10,5000,Platinum
CUST000223,Kaitlyn Charles,thorntonapril@example.net,Midwest,2022-04-26,10000,Platinum
CUST000224,Kelly Edwards,stevepatel@example.net,Southeast,2022-06-08,15000,Gold
CUST000225,Michelle Schneider,chelsea33@example.com,Midwest,2023-04-02,15000,Gold
CUST000226,William Evans,janet75@example.com,Southwest,2022-05-31,5000,Silver
CUST000227,Rebecca Hill,berryamy@example.com,Northeast,2024-04-16,10000,Platinum
CUST000228,Regina Roberts,stephanie15@example.com,West,2023-08-23,50000,Silver
CUST000229,Cindy Clayton,sarah42@example.org,West,2023-06-25,25000,Platinum
CUST000230,Dana Santiago,danawilliams@example.com,Northeast,2022-05-04,5000,Gold
CUST000231,Michael Taylor,richarddonovan@example.com,Southeast,2022-12-05,25000,Silver
CUST000232,Victor Morris,velezchristopher@example.net,Midwest,2021-12-12,50000,Gold
CUST000233,Sarah Johnson,robertmonroe@example.org,West,2025-01-02,50000,Gold
CUST000234,Jon Zuniga,nancy04@example.net,West,2023-06-06,50000,Gold
CUST000235,Frances Gibson,ismall@example.net,Midwest,2022-11-21,25000,Gold
CUST000236,Brian Martin,twong@example.org,Midwest,2021-01-27,15000,Silver
CUST000237,Edward Craig,gregorychase@example.com,Northeast,2024-04-29,10000,Gold
CUST000238,Angie Caldwell,tinawoods@example.org,Northeast,2021-01-16,50000,Silver
CUST000239,Jeremy Adams,kevin90@example.com,Southeast,2023-08-20,10000,Platinum
CUST000240,Amy Wilson,erik84@example.net,Midwest,2021-06-27,50000,Gold
CUST000241,Elizabeth Mendez,susanmendoza@example.com,Northeast,2024-01-04,10000,Gold
CUST000242,Jennifer Dunn,ztodd@example.net,Southeast,2024-04-27,15000,Silver
CUST000243,Melanie Larson,foxallison@example.com,Midwest,2021-05-01,5000,Silver
CUST000244,Amy Kelley,ashleyhernandez@example.com,Midwest,2024-06-08,5000,Bronze
CUST000245,Michael Love,gdavis@example.com,Southwest,2024-04-02,15000,Silver
CUST000246,Jose Bryant,hansenemily@example.com,West,2023-11-29,5000,Bronze
CUST000247,Robert Reese,williamsmelvin@example.org,Southwest,2023-03-08,15000,Platinum
CUST000248,Steven Andersen,ajohnson@example.org,West,2024-02-04,25000,Gold
CUST000249,Veronica Brewer,ybrooks@example.com,Southeast,2024-06-30,5000,Gold
CUST000250,Jaime Vega,desireebailey@example.org,West,2024-12-27,5000,Bronze
CUST000251,Cameron Irwin,avilatiffany@example.com,West,2023-09-17,25000,Bronze
CUST000252,Kim Morrow,stevenmoore@example.org,Southwest,2024-10-07,5000,Silver
CUST000253,Ashley Pacheco,bmendez@example.org,Southeast,2021-11-04,50000,Gold
CUST000254,Andrew Harper,sanchezbradley@example.com,Northeast,2021-12-15,10000,Bronze
CUST000255,Scott Brown,jim95@example.net,Southwest,2023-05-30,25000,Silver
CUST000256,Erica Turner,valerieboyd@example.com,Southwest,2022-03-22,25000,Platinum
CUST000257,Travis Hobbs,conniesimmons@example.com,West,2021-03-16,15000,Platinum
CUST000258,Mason James,heather62@example.com,Midwest,2022-07-11,50000,Bronze
CUST000259,Kara Atkinson,meredith27@example.org,Southwest,2023-04-08,5000,Silver
CUST000260,Kristin Anderson,jonathanrivera@example.org,Southeast,2024-09-15,15000,Bronze
CUST000261,Anna Hardy,brettbennett@example.net,Southeast,2023-06-06,10000,Silver
CUST000262,Chelsea Gill,timothybooth@example.com,Southwest,2022-03-25,5000,Silver
CUST000263,Christy Lee,burgesskaren@example.org,Northeast,2023-10-20,25000,Platinum
CUST000264,Jennifer Allen,kimberly67@example.net,Southwest,2023-08-12,25000,Gold
CUST000265,Ian Andrade,ugarcia@example.com,Northeast,2024-01-24,10000,Gold
CUST000266,Dale Edwards,hartjeffrey@example.org,Midwest,2021-01-30,25000,Bronze
CUST000267,Lauren Cortez,elijah53@example.com,Southeast,2023-04-19,15000,Silver
CUST000268,Juan Harding,jonathan77@example.com,West,2021-09-09,5000,Silver
CUST000269,Caroline Cortez,iwhite@example.net,Southeast,2024-11-05,15000,Silver
CUST000270,Sara Jones,duranrobert@example.net,Northeast,2021-12-11,5000,Silver
CUST000271,Alexa Wagner,bruce97@example.net,Midwest,2022-12-20,50000,Gold
CUST000272,Juan Smith,amanda40@example.net,West,2024-04-09,5000,Platinum
CUST000273,Renee Browning,hullalice@example.org,Midwest,2021-10-14,25000,Gold
CUST000274,Robin Adams,zmiller@example.com,Southwest,2023-04-12,50000,Platinum
CUST000275,Courtney Sutton DVM,davisnicholas@example.net,West,2022-12-03,5000,Bronze
CUST000276,Michele Miller,vnewman@example.net,West,2024-12-04,15000,Gold
CUST000277,Stephanie Ellison,jasonparrish@example.net,Northeast,2022-12-02,5000,Silver
CUST000278,Benjamin Frost,whitemelissa@example.org,Southwest,2024-11-11,50000,Bronze
CUST000279,Nicole Marquez,thickman@example.org,Midwest,2023-04-10,50000,Bronze
CUST000280,Sarah Rhodes,patrick21@example.net,Southeast,2024-01-01,25000,Platinum
CUST000281,Brent Hall,petersonkayla@example.net,Midwest,2022-08-09,10000,Platinum
CUST000282,Alyssa Nelson,whenry@example.net,West,2024-10-13,5000,Platinum
CUST000283,Michael Guerrero,bartonkenneth@example.org,Midwest,2023-11-14,25000,Gold
CUST000284,Christian Dawson,jodistewart@example.org,Midwest,2021-05-20,5000,Silver
CUST000285,Jill Juarez,andersonjacob@example.com,Midwest,2023-03-31,25000,Platinum
CUST000286,Ashley Davis,carlsonkristen@example.com,Midwest,2021-01-25,25000,Bronze
CUST000287,Richard Hardy,ashleyjackson@example.com,West,2021-09-11,5000,Gold
CUST000288,Derrick Thomas,ryanfisher@example.com,Midwest,2024-02-24,15000,Bronze
CUST000289,Tony Le,mwheeler@example.com,West,2021-06-12,50000,Bronze
CUST000290,Travis Cook,vbrock@example.com,Southwest,2022-05-11,25000,Platinum
CUST000291,Shannon Mccann,kevinmorrison@example.net,Northeast,2021-10-27,10000,Gold
CUST000292,Vincent Novak,jessica79@example.org,Southwest,2022-04-28,25000,Platinum
CUST000293,Richard Diaz,brittanygardner@example.net,Northeast,2024-02-02,10000,Gold
CUST000294,Nicholas Hahn,samuelcarter@example.net,Southwest,2021-04-18,10000,Gold
CUST000295,Rebecca Chambers,cynthiaallen@example.net,West,2021-08-20,25000,Bronze
CUST000296,James Cole,iaguilar@example.net,Northeast,2024-09-17,50000,Silver
CUST000297,Jennifer Johnson,jacqueline89@example.net,Southeast,2024-09-03,15000,Bronze
CUST000298,David Ortega,deborahwilliams@example.net,Southwest,2023-09-23,25000,Bronze
CUST000299,Paul Sheppard,grodriguez@example.com,Southeast,2021-11-27,5000,Platinum
CUST000300,Kristin Watts,seanmyers@example.net,Northeast,2023-05-16,10000,Platinum
CUST000301,Haley Johnson,phillipssamantha@example.org,Midwest,2021-06-25,50000,Gold
CUST000302,Brenda Collins,hmueller@example.com,West,2022-05-30,25000,Platinum
CUST000303,Nathan Chavez,evanslisa@example.org,Southeast,2021-02-08,25000,Silver
CUST000304,Brian Marsh,zacharyarnold@example.com,West,2023-04-04,10000,Silver
CUST000305,Crystal Sullivan,jacobsandoval@example.com,Northeast,2021-02-18,15000,Platinum
CUST000306,Christina Vargas,nsmith@example.org,Midwest,2022-02-17,50000,Gold
CUST000307,Rebecca Ray,michaelgonzalez@example.org,Northeast,2022-01-25,15000,Gold
CUST000308,Kelsey Fowler,lcarr@example.org,Southwest,2022-05-30,50000,Platinum
CUST000309,Lisa Cervantes,samantha91@example.net,Southeast,2021-07-21,25000,Platinum
CUST000310,Eric White,williambarnes@example.org,Midwest,2023-04-26,15000,Platinum
CUST000311,John Medina,angelaburns@example.org,West,2021-10-07,15000,Silver
CUST000312,Lisa Glenn,washingtonjames@example.com,Southeast,2024-11-15,50000,Platinum
CUST000313,Kathleen Cohen,cmckinney@example.com,Southeast,2021-09-08,25000,Bronze
CUST000314,Rebecca Walker,hillamanda@example.org,Midwest,2024-02-21,25000,Platinum
CUST000315,Patricia Simpson,armstrongjoseph@example.net,West,2024-04-23,10000,Platinum
CUST000316,Rodney Williams,bpayne@example.org,Northeast,2023-12-18,10000,Gold
CUST000317,Danielle Golden,colemichael@example.org,Northeast,2022-10-10,25000,Bronze
CUST000318,Patricia Young PhD,michelle96@example.org,Southwest,2023-06-26,25000,Bronze
CUST000319,Robin Trujillo,amanda98@example.org,Southeast,2022-04-24,25000,Silver
CUST000320,Donna Adams,taylorkaren@example.com,Northeast,2024-09-10,25000,Gold
CUST000321,Sharon Martinez DVM,dustinmorris@example.org,Midwest,2024-01-24,50000,Platinum
CUST000322,Katherine Ray,courtney67@example.org,Northeast,2023-07-21,15000,Platinum
